City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
337,Haines Junction,CA,60.75,-137.51,57.15,24,100,12.66,overcast clouds
338,Canton,CN,23.12,113.25,78.87,78,100,7.31,overcast clouds
339,Guilin,CN,25.28,110.29,68.11,98,100,4.18,overcast clouds
340,Ribeira Brava,PT,32.65,-17.07,66.83,68,45,5.59,scattered clouds
341,Te Anau,NZ,-45.42,167.72,50.81,65,2,3.2,clear sky
342,Muros,ES,42.78,-9.06,58.68,92,81,1.07,broken clouds
343,Nemuro,JP,43.32,145.57,45.93,94,100,15.95,light rain
344,Tiznit,MA,29.58,-9.50,72.5,54,22,1.25,few clouds
345,Gouyave,GD,12.16,-61.73,79.57,78,20,13.8,few clouds
346,Centerville,US,39.63,-84.16,59.63,68,0,1.99,clear sky
347,Tilichiki,RU,60.47,166.10,47.61,60,2,2.46,clear sky
348,Shingu,JP,33.73,135.98,76.39,50,100,4.14,overcast clouds
349,Pangnirtung,CA,66.15,-65.71,27.46,98,100,6.8,light snow
350,Pleasanton,US,37.66,-121.87,82.33,42,0,10.36,clear sky
351,Port Hardy,CA,50.70,-127.42,51.98,82,100,6.91,light rain
352,Lebu,CL,-37.62,-73.65,49.23,79,100,2.44,overcast clouds
353,Warmbad,NA,-28.45,18.73,55.58,57,45,7.74,scattered clouds
354,Salinopolis,BR,-0.61,-47.36,77.95,83,100,6.98,overcast clouds
355,San Jose,US,37.34,-121.89,77.22,47,20,14.97,few clouds
356,Severo-Yeniseyskiy,RU,60.37,93.04,58.42,55,0,5.28,clear sky
357,Pereira Barreto,BR,-20.64,-51.11,59.99,49,1,4.83,clear sky
358,Rabo De Peixe,PT,37.80,-25.58,66.27,93,75,4.61,broken clouds
359,Mapastepec,MX,15.43,-92.90,79.81,86,72,2.35,broken clouds
360,El Astillero,ES,43.40,-3.82,60.87,89,100,8.05,overcast clouds
361,Kinwat,IN,19.63,78.20,86.52,46,0,16.6,clear sky
362,Johi,PK,26.69,67.61,93.27,10,0,12.8,clear sky
363,Ojinaga,MX,29.57,-104.42,78.42,41,0,14.97,clear sky
364,Assiniboia,CA,49.63,-105.98,51.62,35,44,8.05,scattered clouds
365,Geraldton,AU,-28.77,114.60,70.21,68,40,23.02,scattered clouds
366,Nizhniy Kuranakh,RU,58.84,125.49,54.66,60,27,5.35,light rain
367,Makinsk,KZ,52.63,70.42,49.98,53,74,15.7,broken clouds
368,Bahawalpur,PK,29.40,71.68,94.3,9,19,11.41,few clouds
369,Great Falls,US,47.50,-111.30,58.68,28,40,4.61,scattered clouds
370,Kruisfontein,ZA,-34.00,24.73,54.45,77,97,3.94,overcast clouds
371,Domna,RU,51.90,113.16,59.16,44,40,6.71,scattered clouds
372,Okha,RU,53.57,142.95,37.31,80,100,4.0,overcast clouds
373,Lahan,NP,26.73,86.50,80.91,63,71,2.77,broken clouds
374,Rabaul,PG,-4.20,152.17,83.71,61,41,2.91,scattered clouds
375,Sorland,NO,67.67,12.69,44.46,89,83,8.93,broken clouds
376,Guerrero,MX,17.67,-100.00,69.26,73,100,6.49,overcast clouds
377,Timbiqui,CO,2.77,-77.67,76.28,92,82,2.46,moderate rain
378,Balabac,PH,7.99,117.06,84.07,75,84,10.07,broken clouds
379,Puri,IN,19.80,85.85,79.32,78,44,11.45,moderate rain
380,Rundu,NA,-17.93,19.77,44.31,54,0,5.21,clear sky
381,Bantry,IE,51.68,-9.45,51.78,87,100,7.38,overcast clouds
382,Haapiti,PF,-17.57,-149.87,83.93,71,10,12.93,clear sky
383,Youkounkoun,GN,12.53,-13.13,78.6,67,20,8.1,few clouds
384,Votkinsk,RU,57.05,53.99,38.77,81,22,6.96,few clouds
385,Falmouth,GB,50.15,-5.07,56.3,94,75,3.44,broken clouds
386,Riyadh,SA,24.69,46.72,87.94,9,0,7.67,clear sky
387,Semirom,IR,31.42,51.57,56.17,22,0,0.76,clear sky
388,Kalengwa,ZM,-13.47,25.00,49.42,47,49,4.83,scattered clouds
389,Urcos,PE,-13.69,-71.62,49.89,92,14,4.05,few clouds
390,Hofn,IS,64.25,-15.21,44.94,65,91,11.63,overcast clouds
391,Taltal,CL,-25.40,-70.48,63.1,69,1,4.56,clear sky
392,Ilhabela,BR,-23.78,-45.36,64.13,85,8,3.85,clear sky
393,Miyoshi,JP,35.08,137.07,80.78,35,0,12.46,clear sky
394,Fandriana,MG,-20.23,47.38,52.79,96,1,2.48,clear sky
395,Maceio,BR,-9.67,-35.74,74.64,88,75,4.61,broken clouds
396,Airai,TL,-8.93,125.41,72.36,48,9,5.08,clear sky
397,Hokitika,NZ,-42.72,170.97,53.51,60,0,2.89,clear sky
398,Soanierana Ivongo,MG,-16.92,49.58,71.96,89,68,4.36,light rain
399,Beisfjord,NO,68.38,17.60,48.04,98,100,5.66,overcast clouds
400,Constantine,DZ,36.37,6.61,63.81,48,0,2.3,clear sky
401,Awjilah,LY,29.11,21.29,66.97,33,0,5.03,clear sky
402,Tahta,EG,26.77,31.50,69.91,29,0,7.2,clear sky
403,Sitka,US,57.05,-135.33,51.69,76,100,5.75,overcast clouds
404,Margate,GB,51.38,1.39,59.31,80,96,3.38,overcast clouds
405,Fukue,JP,32.69,128.84,71.96,73,0,4.61,moderate rain
406,Kuremaa,EE,58.74,26.54,35.74,60,24,2.46,few clouds
407,Kisangani,CD,0.52,25.20,72.57,90,100,2.01,overcast clouds
408,Jining,CN,35.41,116.58,86.97,22,6,8.97,clear sky
409,Morgan City,US,29.70,-91.21,77.02,94,0,0.0,clear sky
410,Jahangirpur,IN,28.18,77.72,86.32,42,6,13.91,clear sky
411,Brae,GB,60.40,-1.35,50.45,98,100,7.96,light rain
412,Salamiyah,SY,35.01,37.05,58.32,79,18,25.28,few clouds
413,Usinsk,RU,65.99,57.53,33.3,89,100,28.21,light snow
414,Glasgow,GB,55.87,-4.26,49.91,93,40,2.3,scattered clouds
415,Longyearbyen,SJ,78.22,15.64,35.44,87,75,1.14,broken clouds
416,Kasongo-Lunda,CD,-6.47,16.82,68.14,98,56,1.66,light rain
417,Maragogi,BR,-9.01,-35.22,75.81,82,45,11.74,scattered clouds
418,Pisco,PE,-13.70,-76.22,63.01,88,100,4.61,mist
419,Grindavik,IS,63.84,-22.43,44.55,93,0,5.75,clear sky
420,Sistranda,NO,63.73,8.83,51.76,82,100,8.43,light rain
421,Laguna,US,38.42,-121.42,89.58,22,0,9.22,clear sky
422,Taylorville,US,39.55,-89.29,57.78,67,0,0.0,clear sky
423,Playa Vicente,MX,17.83,-95.82,83.1,61,0,8.46,clear sky
424,Tazovskiy,RU,67.47,78.70,40.21,85,74,20.56,broken clouds
425,Melhus,NO,63.29,10.28,49.66,82,100,3.13,overcast clouds
426,Rocha,UY,-34.48,-54.33,48.67,89,88,5.21,overcast clouds
427,Takoradi,GH,4.88,-1.76,74.14,93,99,6.67,overcast clouds
428,Srednekolymsk,RU,67.45,153.68,59.02,33,80,11.1,broken clouds
429,Nabire,ID,-3.37,135.48,85.84,66,84,3.44,broken clouds
430,Derzhavinsk,KZ,51.10,66.32,50.68,59,100,22.24,overcast clouds
431,Kajaani,FI,64.23,27.73,44.65,76,0,3.44,clear sky
432,Dali,CN,25.70,100.18,64.6,83,95,1.32,overcast clouds
433,Karratha,AU,-20.74,116.85,73.89,74,100,6.13,overcast clouds
434,Gainsborough,GB,53.38,-0.77,59.67,80,75,8.05,broken clouds
435,Dengzhou,CN,37.81,120.75,77.04,43,94,6.73,overcast clouds
436,Ust-Nera,RU,64.57,143.20,42.1,68,100,6.49,overcast clouds
437,Panaba,MX,21.28,-88.27,80.78,70,4,12.21,clear sky
438,Zyryanka,RU,65.75,150.85,57.79,33,100,15.9,overcast clouds
439,Batagay,RU,67.63,134.63,52.45,49,85,2.28,light rain
440,Yertarskiy,RU,56.79,64.30,40.78,84,30,7.4,scattered clouds
441,Ibra,OM,22.69,58.53,82.13,46,6,3.2,clear sky
442,Smithers,CA,54.78,-127.17,62.92,25,40,3.44,scattered clouds
443,Awbari,LY,26.59,12.78,74.59,11,68,12.21,broken clouds
444,Qui Nhon,VN,13.77,109.23,85.75,65,35,6.6,scattered clouds
445,Tatawin,TN,32.93,10.45,72.81,17,0,4.9,clear sky
446,Lagoa,PT,39.05,-27.98,61.45,90,100,13.24,light rain
447,Harper,LR,4.38,-7.72,76.26,89,100,7.74,overcast clouds
448,Banjar,ID,-8.19,114.97,86.18,59,100,1.83,overcast clouds
449,Chinsali,ZM,-10.54,32.08,59.67,77,72,2.1,broken clouds
450,Silute,LT,55.35,21.48,43.56,75,93,5.21,overcast clouds
451,Machado,BR,-21.67,-45.92,51.73,79,0,3.11,clear sky
452,Muli,MV,2.92,73.57,83.34,73,64,13.4,broken clouds
453,Dawei,MM,14.08,98.20,76.32,97,100,5.59,light rain
454,Sur,OM,22.57,59.53,90.7,43,6,9.6,clear sky
455,Waddan,LY,29.16,16.14,70.63,16,0,8.5,clear sky
456,Emerald,AU,-23.53,148.17,70.34,67,78,10.0,broken clouds
457,Sarlat-La-Caneda,FR,44.89,1.22,61.7,93,90,7.67,light rain
458,Samarai,PG,-10.62,150.67,82.96,73,16,8.95,few clouds
459,Palkino,RU,57.54,28.01,29.95,65,9,3.62,clear sky
460,Asfi,MA,32.30,-9.24,63.43,88,11,17.09,few clouds
461,Altoona,US,40.52,-78.39,60.69,79,71,6.8,broken clouds
462,Magadan,RU,59.57,150.80,40.53,97,100,17.56,light rain
463,Kharan,PK,28.58,65.42,72.9,18,0,5.44,clear sky
464,Fuerte Olimpo,PY,-21.04,-57.87,66.38,44,64,5.03,broken clouds
465,Tigil,RU,57.80,158.67,59.5,43,24,5.21,few clouds
466,Ostrovnoy,RU,68.05,39.51,30.9,71,78,13.49,broken clouds
467,Manzanillo,CU,20.34,-77.12,77.02,83,97,11.81,overcast clouds
468,Karachi,PK,24.91,67.08,85.82,74,75,11.5,smoke
469,Dodola,ET,6.98,39.18,51.22,75,94,2.24,overcast clouds
470,Koygorodok,RU,60.45,51.00,32.56,99,100,4.85,light snow
471,Lakselv,NO,70.05,24.97,44.42,76,100,11.5,overcast clouds
472,Homer,US,59.64,-151.55,62.49,31,0,9.22,clear sky
473,Roma,US,43.21,-75.46,55.96,90,75,11.5,broken clouds
474,Marrakesh,MA,31.63,-8.01,69.87,56,0,1.14,clear sky
475,Jijiga,ET,9.35,42.80,63.59,66,100,6.15,overcast clouds
476,Vangaindrano,MG,-23.35,47.60,64.27,93,5,3.47,clear sky
477,Aswan,EG,24.09,32.91,72.9,24,0,12.75,clear sky
478,Kushima,JP,31.46,131.23,75.65,51,100,2.57,overcast clouds
479,Gigmoto,PH,13.78,124.39,85.33,71,45,7.56,moderate rain
480,San Angelo,US,31.46,-100.44,79.02,41,0,8.05,clear sky
481,Houma,US,29.60,-90.72,78.01,86,0,5.75,clear sky
482,Ancud,CL,-41.87,-73.82,48.13,75,60,17.31,light rain
483,Isilkul,RU,54.91,71.27,51.71,59,20,17.38,few clouds
484,Las Vegas,US,36.17,-115.14,92.08,10,0,11.5,clear sky
485,Antalaha,MG,-14.90,50.28,72.0,86,57,7.29,light rain
486,Rincon,US,32.30,-81.24,71.85,93,100,5.75,overcast clouds
487,Valdagno,IT,45.65,11.31,69.51,76,100,1.01,overcast clouds
488,Cairns,AU,-16.92,145.77,83.1,72,100,11.5,overcast clouds
489,Litovko,RU,49.24,135.17,54.86,60,100,5.61,overcast clouds
490,Vrangel,RU,42.73,133.08,53.4,81,39,15.39,scattered clouds
491,Kiama,AU,-34.68,150.87,61.57,96,99,5.01,light rain
492,Santa Rosalia,MX,27.32,-112.28,79.3,39,0,7.07,clear sky
493,Coahuayana,MX,18.73,-103.68,74.82,84,31,3.29,scattered clouds
494,Belaya Gora,RU,68.53,146.42,54.79,43,17,4.32,few clouds
495,Pedernales,DO,18.04,-71.74,79.54,75,63,4.74,broken clouds
496,Ajaccio,FR,42.00,8.92,59.05,67,0,8.05,clear sky
497,Jacksonville,US,30.33,-81.66,80.71,91,75,6.91,broken clouds
498,Hualmay,PE,-11.10,-77.61,64.27,87,26,6.55,scattered clouds
499,Manicore,BR,-5.81,-61.30,73.35,100,0,0.0,clear sky
500,Khani,GE,41.96,42.96,47.77,75,91,4.05,overcast clouds
501,Roebourne,AU,-20.78,117.13,73.51,74,100,7.43,overcast clouds
502,Uhlove,UA,44.82,33.60,56.01,86,83,6.82,broken clouds
503,Tingi,TZ,-11.30,35.03,59.4,74,94,2.1,overcast clouds
504,Changji,CN,44.02,87.32,75.99,38,0,8.95,clear sky
505,Rio Grande,BR,-32.03,-52.10,57.13,82,0,9.19,clear sky
506,Dunedin,NZ,-45.87,170.50,55.8,43,11,11.01,few clouds
507,Mus,TR,39.00,41.75,46.44,69,3,7.56,clear sky
508,Hambantota,LK,6.12,81.12,82.74,94,20,11.5,few clouds
509,Musoma,TZ,-1.50,33.80,68.23,83,100,5.23,light rain
510,Oltu,TR,40.55,42.00,54.97,69,92,4.14,overcast clouds
511,Trincomalee,LK,8.57,81.23,84.83,71,40,21.9,scattered clouds
512,Taree,AU,-31.90,152.47,67.1,65,94,4.92,overcast clouds
513,Cercal,PT,37.81,-8.67,60.75,77,95,7.61,overcast clouds
514,Labuan,MY,5.28,115.24,84.56,83,20,3.44,few clouds
515,Palana,RU,59.12,159.97,44.85,68,16,5.79,few clouds
516,Rawson,AR,-43.30,-65.10,45.9,58,6,15.48,clear sky
517,Tura,IN,25.52,90.22,82.02,70,4,4.54,clear sky
518,Nezhinka,RU,51.77,55.37,44.76,100,100,8.99,overcast clouds
519,Ahuimanu,US,21.44,-157.84,82.11,66,40,12.66,scattered clouds
520,Manggar,ID,-2.88,108.27,86.63,67,53,8.28,broken clouds
521,Mahon,ES,39.89,4.27,66.76,88,0,6.91,clear sky
522,Buenos Aires,AR,-34.61,-58.38,60.53,82,0,9.22,clear sky
523,General Pico,AR,-35.66,-63.76,56.8,56,100,7.45,overcast clouds
524,Maham,IN,28.98,76.30,91.62,32,88,16.04,overcast clouds
525,Manado,ID,1.49,124.85,90.37,58,20,2.3,few clouds
526,Akcaabat,TR,41.02,39.57,60.67,88,75,5.75,light intensity shower rain
527,Abalak,RU,58.13,68.59,46.18,72,83,12.68,broken clouds
528,Kargil,IN,34.57,76.10,42.12,50,77,5.95,broken clouds
529,Moyale,KE,3.52,39.06,64.99,87,91,5.77,overcast clouds
530,Maniitsoq,GL,65.42,-52.90,32.0,98,100,32.57,snow
531,Kawalu,ID,-7.38,108.21,84.87,61,82,3.85,broken clouds
532,Powell,US,40.16,-83.08,61.81,67,0,6.91,clear sky
533,Kerman,IR,30.28,57.08,49.86,27,0,4.61,clear sky
534,Port Hedland,AU,-20.32,118.57,84.25,74,75,9.22,broken clouds
535,Zeya,RU,53.75,127.27,39.85,93,100,6.96,moderate rain
536,Yeppoon,AU,-23.13,150.73,71.38,81,97,19.08,light rain
537,Padang,ID,-0.95,100.35,82.45,65,96,2.1,overcast clouds
538,Onguday,RU,50.75,86.15,57.24,75,98,7.09,light rain
539,Damara,CF,4.96,18.70,70.21,95,97,3.47,overcast clouds
540,Plymouth,US,41.83,-70.83,73.42,81,0,8.05,clear sky
541,Kamenka,RU,51.32,42.77,42.89,94,100,11.05,light rain
542,Quesnel,CA,53.00,-122.50,70.3,17,0,4.61,clear sky
543,Kortkeros,RU,61.81,51.58,30.2,97,100,4.97,snow
544,Mazagao,BR,-0.12,-51.29,77.05,93,100,2.68,overcast clouds
545,Guerrero Negro,MX,27.98,-114.06,60.17,79,0,15.59,clear sky
546,Sancti Spiritus,CU,21.93,-79.44,75.56,88,53,10.11,broken clouds
547,Kupang,ID,-10.17,123.58,87.57,55,70,13.73,broken clouds
548,Bilibino,RU,68.05,166.44,52.43,47,95,8.57,overcast clouds
549,Otradnoye,RU,59.78,30.82,44.94,57,89,2.93,overcast clouds
550,Oktyabrskiy,RU,54.48,53.47,41.61,92,100,2.24,overcast clouds
551,Kroonstad,ZA,-27.65,27.23,46.44,88,5,5.03,clear sky
552,Berlevag,NO,70.86,29.09,40.95,75,100,4.61,overcast clouds
553,Porto Santo,PT,33.07,-16.34,64.78,63,40,11.5,scattered clouds
554,Nortelandia,BR,-14.45,-56.80,65.62,59,6,3.11,clear sky
555,Winnemucca,US,40.97,-117.74,66.25,16,0,4.61,clear sky
556,Mandalgovi,MN,45.76,106.27,72.68,14,11,11.36,few clouds
557,Vallenar,CL,-28.57,-70.76,63.27,43,100,1.28,overcast clouds
558,Novaya Igirma,RU,57.13,103.91,59.9,46,37,4.27,scattered clouds
559,Umm Kaddadah,SD,13.60,26.69,75.11,20,23,12.06,few clouds
560,Sydney,AU,-33.87,151.21,65.89,84,75,8.05,light intensity shower rain
561,Carahue,CL,-38.70,-73.17,44.55,90,100,2.08,overcast clouds
562,Ulladulla,AU,-35.35,150.47,60.76,78,100,4.63,light rain
563,Jipijapa,EC,-1.33,-80.58,71.1,93,100,5.06,light rain
564,Novo Aripuana,BR,-5.12,-60.38,75.31,82,75,1.77,broken clouds
565,Salalah,OM,17.02,54.09,82.49,78,75,2.3,broken clouds
566,Tashtyp,RU,52.79,89.90,56.71,78,100,16.62,overcast clouds
567,Redlands,US,34.06,-117.18,78.31,55,0,11.5,haze
568,Troitskoye,RU,52.98,84.68,56.82,46,100,5.19,overcast clouds
569,Broome,US,42.25,-75.83,55.18,88,40,10.36,scattered clouds
570,North Myrtle Beach,US,33.82,-78.68,76.12,89,75,14.97,broken clouds
571,Borogontsy,RU,62.67,131.17,58.59,36,37,4.27,scattered clouds
572,Alugan,PH,12.22,125.48,84.85,69,95,10.71,overcast clouds
573,Laramie,US,41.31,-105.59,42.96,72,75,10.36,broken clouds
574,Auki,SB,-8.77,160.70,84.76,70,27,1.81,scattered clouds
575,Akyab,MM,20.15,92.90,80.19,82,100,9.17,light rain
576,Pundaguitan,PH,6.37,126.17,83.17,71,100,2.17,overcast clouds
577,Nicoya,CR,10.15,-85.45,78.46,87,100,1.81,overcast clouds
578,Fez,MA,34.04,-5.00,59.25,88,0,2.3,clear sky
579,Maningrida,AU,-12.07,134.27,90.46,44,38,8.99,scattered clouds
580,Pozo Colorado,PY,-23.49,-58.80,58.26,67,23,5.1,few clouds
581,Pangoa,PE,-12.12,-73.00,69.39,85,98,1.9,overcast clouds
582,Burley,US,42.54,-113.79,54.3,57,20,4.61,few clouds
583,Mackenzie,CA,55.30,-123.17,68.22,19,75,12.66,broken clouds
584,Plouzane,FR,48.38,-4.62,53.65,97,100,5.75,mist
585,Betare Oya,CM,5.60,14.08,66.88,98,100,0.22,light rain
586,Brewster,US,41.40,-73.62,72.16,93,20,3.44,few clouds
587,Denpasar,ID,-8.65,115.22,85.71,74,20,11.5,few clouds
588,Palmer,US,42.16,-72.33,70.86,87,100,0.0,moderate rain
589,Balykshi,KZ,47.07,51.87,59.0,94,40,6.71,mist
590,Kodinar,IN,20.79,70.70,85.42,66,93,19.35,overcast clouds
591,Vila Franca Do Campo,PT,37.72,-25.43,67.19,97,100,3.53,light rain
592,Along,IN,28.17,94.77,79.25,76,100,0.16,overcast clouds
593,Melfi,IT,41.00,15.65,60.49,81,39,6.98,scattered clouds
594,Marsabit,KE,2.33,37.99,62.31,87,52,14.2,broken clouds
595,Genhe,CN,50.78,121.52,55.4,62,97,11.95,overcast clouds
596,Dunmore East,IE,52.15,-6.99,52.09,75,98,6.26,overcast clouds
597,Enzan,JP,35.70,138.73,67.55,33,5,3.36,clear sky
598,Grand Baie,MU,-20.02,57.58,73.87,77,1,4.0,clear sky
599,Caravelas,BR,-17.71,-39.25,69.01,79,58,6.08,broken clouds
600,Zhumadian,CN,32.98,114.03,84.06,41,0,6.38,clear sky
601,Mashhad,IR,36.30,59.61,59.14,58,0,0.0,clear sky
602,Saurimo,AO,-9.66,20.39,60.58,55,63,5.66,broken clouds
603,Qeshm,IR,26.96,56.27,84.07,53,0,8.19,clear sky
604,Amapa,BR,1.00,-52.00,70.27,98,28,1.07,scattered clouds
605,Honiara,SB,-9.43,159.95,85.19,71,32,4.29,scattered clouds
606,Marsh Harbour,BS,26.54,-77.06,78.26,80,2,15.41,clear sky
607,Kijini,TZ,-5.85,39.32,76.24,83,97,9.98,overcast clouds
608,Nakasongola,UG,1.31,32.46,62.22,97,99,3.31,light rain
609,Sao Filipe,CV,14.90,-24.50,71.19,73,10,6.42,clear sky
610,Salym,RU,60.06,71.48,49.32,68,9,9.15,clear sky
611,Acapulco,MX,16.86,-99.89,82.22,74,100,5.75,overcast clouds
612,Aukra,NO,62.79,6.92,53.76,76,40,9.22,light rain
613,Baglan,AF,36.13,68.71,64.45,40,5,2.37,clear sky
614,Machinga,MW,-15.17,35.30,63.36,75,38,1.05,scattered clouds
615,Itarema,BR,-2.92,-39.92,75.06,87,8,7.99,clear sky
616,Lang Son,VN,21.83,106.73,72.63,97,100,4.63,overcast clouds
617,Bacolod,PH,10.67,122.95,87.06,64,97,4.32,overcast clouds
618,Kindu,CD,-2.95,25.95,69.12,98,100,1.88,overcast clouds
619,El Alto,PE,-4.27,-81.21,67.1,80,26,17.16,scattered clouds
620,Maumere,ID,-8.62,122.21,85.19,62,59,2.89,broken clouds
621,Hoogeveen,NL,52.68,6.58,58.08,76,95,8.19,overcast clouds
622,Togitsu,JP,32.83,129.85,69.78,73,0,1.14,clear sky
623,Serebryansk,KZ,49.69,83.29,57.74,56,99,11.63,overcast clouds
624,Aurora,US,39.73,-104.83,54.63,59,75,21.85,broken clouds
625,Kropotkin,RU,45.44,40.58,53.46,96,88,7.74,overcast clouds
626,Powell River,CA,49.85,-124.54,64.08,41,100,5.75,overcast clouds
627,Bartica,GY,6.40,-58.62,73.72,99,100,2.01,light rain
628,Cusset,FR,46.13,3.46,68.34,91,78,3.94,broken clouds
629,Bodden Town,KY,19.28,-81.25,82.4,81,20,8.05,haze
630,Ixtapa,MX,20.70,-105.20,76.23,83,0,8.05,clear sky
631,Atasu,KZ,48.68,71.64,58.87,31,0,12.73,clear sky
632,Scarborough,GB,54.28,-0.40,56.79,87,97,5.99,overcast clouds
633,Sao Jose Do Belmonte,BR,-7.86,-38.76,66.69,85,0,8.46,clear sky
634,Iquique,CL,-20.22,-70.14,62.69,77,48,5.17,scattered clouds
635,Chokwe,MZ,-24.53,32.98,58.28,96,66,4.9,light rain
636,Aleksandrov Gay,RU,50.15,48.57,47.91,92,99,7.74,overcast clouds
637,Brightwater,NZ,-41.38,173.12,56.95,51,0,2.17,clear sky
638,Noumea,NC,-22.28,166.46,79.0,99,51,13.44,broken clouds
639,Adre,TD,13.47,22.20,77.81,21,15,12.06,few clouds
640,Elesbao Veloso,BR,-6.20,-42.14,71.11,79,19,2.21,few clouds
641,Campbell River,CA,50.02,-125.24,60.6,63,100,3.44,overcast clouds
642,Vila,PT,42.03,-8.16,49.69,94,90,2.57,overcast clouds
643,Bonfim,BR,3.08,-59.95,72.27,93,100,2.21,overcast clouds
644,Chandrakona,IN,22.73,87.52,92.48,43,16,5.93,few clouds
645,Korla,CN,41.76,86.15,81.09,20,100,18.03,overcast clouds
646,Belyy Yar,RU,53.60,91.39,71.85,88,40,2.24,light intensity shower rain
647,Bilma,NE,18.69,12.92,82.92,13,58,3.38,broken clouds
648,Valparaiso,CL,-33.04,-71.63,58.48,61,0,3.44,light rain
649,Latisana,IT,45.78,13.00,69.64,87,100,3.33,overcast clouds
650,Biak,ID,-0.91,122.88,82.02,73,46,4.63,scattered clouds
651,Dinar,TR,38.06,30.17,46.36,74,27,2.51,scattered clouds
652,Yerofey Pavlovich,RU,53.97,121.97,53.91,55,79,8.7,broken clouds
653,Yurimaguas,PE,-5.90,-76.08,75.07,78,74,0.6,broken clouds
654,Alenquer,BR,-1.94,-54.74,74.34,91,84,3.51,broken clouds
655,Mayo,US,38.89,-76.51,72.21,94,100,10.36,moderate rain
656,Teguldet,RU,57.31,88.17,67.82,51,91,7.96,overcast clouds
657,Whitehaven,GB,54.55,-3.58,51.66,96,100,3.0,overcast clouds
658,Mehamn,NO,71.04,27.85,40.91,86,84,4.94,broken clouds
659,Lhokseumawe,ID,5.18,97.15,85.71,65,100,3.58,overcast clouds
660,Marawi,PH,8.00,124.29,80.49,68,96,2.37,overcast clouds
661,Vestmannaeyjar,IS,63.44,-20.27,48.56,84,2,8.52,clear sky
662,Jiangkou,CN,25.49,119.20,67.78,96,100,3.98,overcast clouds
663,Canutama,BR,-6.53,-64.38,75.83,77,96,0.58,overcast clouds
664,Yashan,CN,22.20,109.94,80.92,86,100,11.7,overcast clouds
665,Kontagora,NG,10.40,5.47,76.42,79,100,5.01,overcast clouds
666,Mao,ES,39.89,4.27,66.76,88,0,6.91,clear sky
667,Kaoma,ZM,-14.78,24.80,45.95,46,1,5.06,clear sky
668,Cedral,MX,23.80,-100.73,70.02,59,2,11.99,clear sky
669,Namatanai,PG,-3.67,152.43,85.46,63,46,10.25,scattered clouds
670,Aku,NG,6.71,7.32,71.55,97,99,3.27,overcast clouds
671,Lamu,KE,-2.27,40.90,79.02,83,100,14.5,overcast clouds
672,Vestmanna,FO,62.16,-7.17,45.52,93,75,11.5,broken clouds
673,Port Macquarie,AU,-31.43,152.92,64.89,66,99,7.02,overcast clouds
674,Trujillo,PE,-8.12,-79.03,62.56,82,13,8.05,fog
675,Maralal,KE,1.10,36.70,57.7,84,17,3.51,few clouds
676,Uyuni,BO,-20.46,-66.83,34.97,28,0,9.46,clear sky
677,Kieta,PG,-6.22,155.63,84.87,67,22,5.26,few clouds
678,Canete,CL,-37.80,-73.40,44.58,92,100,2.13,overcast clouds
679,Evensk,RU,61.95,159.23,44.71,72,92,6.46,overcast clouds
680,Blackfoot,US,43.19,-112.34,49.01,73,38,0.45,scattered clouds
